Group_id,Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
55,1714686211026,-5.16,-2.68,8.60,0.25,0.06,-0.03
55,1714686211058,-5.29,-2.66,8.61,0.22,0.02,0.01
55,1714686211091,-5.24,-2.66,8.55,0.21,0.03,0.02
55,1714686211123,-5.31,-2.63,8.53,0.19,0.02,0.02
55,1714686211156,-5.39,-2.62,8.62,0.16,0.02,0.03
55,1714686211188,-5.34,-2.68,8.51,0.17,0.01,0.04
55,1714686211220,-5.46,-2.69,8.55,0.17,0.03,0.07
55,1714686211253,-5.51,-2.57,8.39,0.15,-0.01,0.09
55,1714686211285,-5.30,-2.73,8.26,0.11,-0.02,0.08
55,1714686211317,-5.43,-2.66,8.35,0.11,0.01,0.07
55,1714686211350,-5.12,-2.75,8.51,0.08,-0.02,0.06
55,1714686211383,-4.91,-2.55,8.64,0.08,-0.03,0.04
55,1714686211415,-4.69,-2.57,8.43,0.06,-0.01,0.04
55,1714686211448,-4.96,-2.55,8.54,0.03,0.02,0.02
55,1714686211480,-5.23,-2.90,8.73,-0.01,-0.05,-0.01
55,1714686211513,-5.10,-3.12,8.82,0.06,-0.00,-0.01
55,1714686211545,-5.23,-2.91,8.66,0.12,0.03,-0.02
55,1714686211578,-5.14,-3.00,8.44,0.12,0.01,-0.03
55,1714686211611,-5.24,-2.94,8.53,0.10,-0.01,-0.06
55,1714686211645,-5.14,-2.97,8.58,0.09,-0.02,-0.07
55,1714686211676,-5.23,-3.13,8.67,0.10,-0.02,-0.08
55,1714686211710,-5.13,-3.10,8.48,0.10,-0.02,-0.07
55,1714686211743,-4.84,-3.17,8.49,0.11,-0.01,-0.09
55,1714686211776,-4.85,-3.08,8.34,0.07,0.04,-0.14
55,1714686211809,-5.09,-3.12,8.14,0.04,0.09,-0.17
55,1714686211843,-5.39,-3.12,8.37,-0.02,-0.01,-0.14
55,1714686211875,-5.15,-3.13,8.42,-0.05,-0.03,-0.11
55,1714686211909,-5.17,-3.26,8.44,-0.05,-0.00,-0.09
55,1714686211941,-5.17,-3.29,8.56,-0.05,-0.07,-0.08
55,1714686211974,-4.93,-3.40,8.56,0.01,-0.05,-0.09
55,1714686212008,-4.85,-3.37,8.44,0.01,-0.04,-0.11
55,1714686212041,-5.41,-3.56,8.30,-0.00,-0.06,-0.10
55,1714686212074,-5.36,-3.45,8.42,-0.05,-0.33,-0.05
55,1714686212107,-4.66,-4.03,8.25,-0.08,-0.26,-0.06
55,1714686212139,-4.98,-3.89,8.26,-0.05,-0.08,-0.11
55,1714686212172,-5.21,-4.08,8.67,-0.06,-0.22,-0.10
55,1714686212205,-4.77,-4.39,8.76,-0.08,-0.28,-0.16
55,1714686212237,-3.89,-4.60,8.69,0.11,0.01,-0.22
55,1714686212269,-5.09,-4.27,8.82,0.18,0.05,-0.22
55,1714686212302,-4.36,-4.22,8.49,0.20,-0.09,-0.22
55,1714686212335,-4.26,-4.05,8.12,0.22,0.05,-0.17
56,1714686215369,-4.41,-3.92,8.08,0.17,0.07,-0.14
56,1714686215401,-4.30,-3.77,8.11,0.08,0.02,-0.14
56,1714686215434,-4.18,-3.87,8.43,0.04,0.05,-0.14
56,1714686215467,-4.43,-4.11,8.46,0.04,0.08,-0.13
56,1714686215500,-4.70,-4.15,8.40,0.01,0.01,-0.14
56,1714686215534,-4.43,-4.32,8.48,-0.05,-0.07,-0.14
56,1714686215567,-4.71,-4.34,8.18,-0.11,-0.18,-0.14
56,1714686215600,-4.15,-4.75,7.98,-0.17,-0.33,-0.17
56,1714686215632,-4.04,-4.82,8.08,-0.13,0.11,-0.16
56,1714686215664,-5.02,-4.89,8.03,-0.12,0.27,-0.13
56,1714686215698,-5.19,-4.84,8.21,-0.19,-0.03,-0.09
56,1714686215731,-4.07,-5.02,8.24,-0.17,-0.08,-0.09
56,1714686215763,-4.34,-5.15,8.12,-0.09,0.12,-0.11
56,1714686215797,-4.49,-5.00,7.91,-0.04,0.04,-0.10
56,1714686215830,-4.61,-5.06,7.90,-0.00,-0.04,-0.08
56,1714686215863,-4.14,-4.94,8.08,-0.04,0.07,-0.07
56,1714686215895,-4.68,-4.77,8.68,-0.26,-0.01,-0.08
56,1714686215928,-4.78,-5.15,10.32,-0.41,-0.29,-0.09
56,1714686215961,-4.22,-5.81,11.54,-0.44,-0.24,-0.08
56,1714686215994,-4.62,-6.62,13.18,-0.27,-0.24,-0.06
56,1714686216027,-4.96,-7.38,14.29,0.17,-0.17,-0.02
56,1714686216060,-5.72,-7.88,13.91,0.89,-0.25,0.19
56,1714686216092,-6.70,-7.64,14.16,1.52,-0.42,0.41
56,1714686216124,-6.68,-7.86,12.99,1.94,-0.77,0.64
56,1714686216157,-6.59,-7.55,12.36,2.63,-1.18,0.65
56,1714686216190,-6.13,-5.82,10.50,3.02,-1.38,0.81
56,1714686216223,-5.42,-5.03,9.34,3.03,-1.34,0.79
56,1714686216256,-4.67,-3.84,7.84,2.92,-1.32,0.98
56,1714686216290,-3.75,-2.76,7.16,2.81,-1.21,0.88
56,1714686216322,-3.79,-1.63,6.72,2.49,-1.41,0.87
56,1714686216354,-2.34,-1.08,6.74,2.06,-1.46,0.86
56,1714686216387,-1.11,0.38,6.33,1.78,-1.05,0.78
56,1714686216419,-0.83,0.15,7.47,1.52,-0.82,0.67
56,1714686216452,-1.36,0.78,7.88,1.37,-0.73,0.57
56,1714686216484,-0.71,1.08,8.05,1.24,-0.66,0.64
56,1714686216517,-0.37,1.26,8.38,1.20,-0.58,0.49
56,1714686216549,-0.17,2.16,8.15,1.15,-0.56,0.42
56,1714686216582,0.49,2.16,8.22,1.07,-0.30,0.36
56,1714686216615,0.01,3.08,8.33,0.91,-0.31,0.25
56,1714686216649,0.17,2.86,8.63,0.82,-0.54,0.30
56,1714686216680,1.31,3.27,8.38,0.74,-0.45,0.25
56,1714686216713,1.02,3.32,8.79,0.67,-0.20,0.14
56,1714686216747,0.78,3.63,8.91,0.66,-0.11,0.13
56,1714686216779,0.21,3.93,8.89,0.63,-0.32,0.15
56,1714686216812,1.40,4.02,8.98,0.55,-0.20,0.16
56,1714686216845,1.23,4.02,8.83,0.49,-0.04,0.08
56,1714686216877,1.07,4.32,8.90,0.48,-0.06,0.04
56,1714686216909,0.99,4.60,9.18,0.34,-0.11,0.02
56,1714686216942,1.65,3.97,8.76,0.29,-0.06,0.04
56,1714686216975,1.24,4.67,9.17,0.28,-0.05,-0.08
56,1714686217009,1.31,4.34,9.43,0.25,-0.03,-0.05
56,1714686217041,1.25,4.24,9.46,0.26,0.02,-0.13
56,1714686217074,0.76,4.54,9.30,0.26,0.01,-0.12
56,1714686217107,0.95,4.45,9.57,0.24,0.07,-0.08
56,1714686217140,0.91,4.81,9.49,0.21,0.03,-0.09
56,1714686217172,0.93,4.86,9.30,0.16,0.04,-0.06
56,1714686217205,0.78,4.58,9.67,0.12,0.01,-0.06
56,1714686217238,1.06,4.41,9.34,0.16,0.01,-0.03
56,1714686217271,0.93,4.55,9.41,0.17,0.13,-0.08
56,1714686217303,0.63,4.54,9.55,0.16,0.04,-0.03
56,1714686217336,1.07,4.53,9.48,0.16,0.06,-0.04
56,1714686217369,1.08,4.63,9.44,0.14,0.09,-0.05
56,1714686217401,0.89,4.48,9.38,0.13,0.11,-0.07
56,1714686217434,0.70,4.62,9.23,0.07,0.09,-0.07
57,1714686220468,0.84,4.36,9.34,0.03,0.09,-0.04
57,1714686220501,0.65,4.32,9.39,0.01,0.13,-0.05
57,1714686220534,0.61,4.16,9.47,-0.00,0.10,-0.03
57,1714686220567,0.82,4.00,9.33,0.01,0.19,-0.04
57,1714686220600,0.58,3.95,8.98,-0.00,0.25,-0.04
57,1714686220634,0.27,4.06,8.47,-0.08,0.30,-0.03
57,1714686220667,-0.02,3.52,8.56,-0.22,0.25,-0.01
57,1714686220700,0.40,3.35,8.62,-0.25,0.30,-0.00
57,1714686220734,0.24,3.34,8.43,-0.27,0.52,0.00
57,1714686220767,-0.33,2.55,8.44,-0.35,0.58,-0.03
57,1714686220800,-0.19,3.10,8.29,-0.39,0.50,-0.03
57,1714686220834,-0.14,3.25,8.78,-0.50,0.58,-0.01
57,1714686220866,0.05,2.06,9.46,-0.55,0.62,-0.07
57,1714686220899,0.10,2.82,9.48,-0.46,0.69,-0.17
57,1714686220932,-0.41,2.87,9.93,-0.53,0.72,-0.21
57,1714686220965,-0.84,2.26,10.87,-0.65,0.54,-0.28
57,1714686220997,-0.69,2.26,11.02,-0.54,0.44,-0.31
57,1714686221031,-0.87,1.76,10.52,-0.46,0.82,-0.35
57,1714686221064,-2.40,1.58,10.68,-0.53,0.86,-0.36
57,1714686221095,-2.63,1.42,10.58,-0.60,0.42,-0.32
57,1714686221129,-1.77,0.61,10.38,-0.53,0.21,-0.34
57,1714686221162,-1.21,0.13,9.96,-0.38,0.63,-0.41
57,1714686221194,-2.31,1.07,9.49,-0.35,0.97,-0.45
57,1714686221226,-3.07,0.38,10.36,-0.57,0.67,-0.45
57,1714686221258,-2.35,-0.41,10.59,-0.54,0.43,-0.55
57,1714686221292,-1.98,-0.34,10.03,-0.34,0.75,-0.62
57,1714686221325,-3.21,-0.01,10.31,-0.43,0.78,-0.68
57,1714686221358,-3.07,-0.49,10.56,-0.59,0.48,-0.71
57,1714686221392,-2.78,-1.09,10.36,-0.48,0.73,-0.78
57,1714686221425,-4.54,-0.79,11.07,-0.53,0.82,-0.71
57,1714686221458,-4.43,-1.43,11.45,-0.67,0.38,-0.62
57,1714686221490,-3.37,-2.13,10.94,-0.45,0.49,-0.65
57,1714686221523,-5.24,-1.61,10.39,-0.44,0.61,-0.61
57,1714686221555,-5.03,-1.88,10.05,-0.66,0.19,-0.47
57,1714686221588,-3.41,-2.50,9.98,-0.67,0.18,-0.47
57,1714686221621,-3.98,-2.94,9.94,-0.53,0.40,-0.53
57,1714686221653,-4.26,-2.94,9.45,-0.45,0.39,-0.51
57,1714686221685,-4.26,-3.05,9.64,-0.47,0.37,-0.50
57,1714686221718,-4.94,-3.76,9.88,-0.38,0.37,-0.51
57,1714686221750,-5.20,-3.77,9.64,-0.25,0.31,-0.41
57,1714686221782,-4.99,-3.53,9.73,-0.20,0.33,-0.29
57,1714686221816,-4.88,-3.75,9.82,-0.17,0.29,-0.26
57,1714686221849,-5.13,-3.77,9.49,-0.16,0.16,-0.24
57,1714686221880,-4.77,-3.77,9.30,-0.18,-0.03,-0.19
57,1714686221913,-4.30,-4.22,9.34,-0.12,0.04,-0.15
57,1714686221946,-4.53,-4.40,9.47,-0.02,0.12,-0.13
57,1714686221980,-4.67,-4.35,9.29,0.04,0.03,-0.11
57,1714686222012,-4.29,-4.28,8.86,0.12,0.07,-0.09
57,1714686222045,-4.28,-4.21,8.65,0.14,0.15,-0.08
57,1714686222078,-4.38,-4.41,8.83,0.17,0.07,-0.08
57,1714686222110,-3.92,-4.43,8.69,0.20,0.04,-0.09
57,1714686222143,-4.04,-4.42,8.47,0.24,0.12,-0.12
57,1714686222175,-4.34,-4.53,8.57,0.23,0.11,-0.14
57,1714686222207,-4.30,-4.56,8.55,0.24,0.09,-0.13
57,1714686222240,-4.42,-4.40,8.36,0.25,0.15,-0.11
57,1714686222272,-4.58,-4.35,8.46,0.17,0.11,-0.10
57,1714686222306,-4.68,-4.41,8.62,0.12,-0.00,-0.07
57,1714686222338,-4.49,-4.57,8.60,0.16,0.04,-0.07
57,1714686222370,-4.50,-4.45,8.64,0.21,0.09,-0.07
57,1714686222403,-4.68,-4.41,8.47,0.20,0.03,-0.06
57,1714686222436,-4.54,-4.49,8.36,0.22,0.02,-0.04
57,1714686222468,-4.46,-4.40,8.33,0.20,0.05,-0.02
57,1714686222501,-4.34,-4.51,8.29,0.19,0.04,-0.02
57,1714686222534,-4.31,-4.49,8.35,0.20,0.05,-0.03
58,1714686225567,-4.45,-4.42,8.37,0.22,0.06,-0.04
58,1714686225600,-4.35,-4.50,8.32,0.22,0.07,-0.04
58,1714686225633,-4.53,-4.50,8.40,0.22,0.09,-0.04
58,1714686225665,-4.63,-4.49,8.43,0.21,0.03,-0.04
58,1714686225698,-4.45,-4.41,8.40,0.22,0.02,-0.01
58,1714686225731,-4.42,-4.47,8.23,0.20,0.05,0.00
58,1714686225763,-4.42,-4.41,8.21,0.17,0.04,-0.00
58,1714686225796,-4.28,-4.39,8.25,0.17,0.02,-0.01
58,1714686225828,-4.36,-4.42,8.31,0.17,0.02,-0.02
58,1714686225862,-4.35,-4.48,8.37,0.14,0.03,-0.03
58,1714686225895,-4.49,-4.54,8.28,0.16,0.03,-0.03
58,1714686225928,-4.40,-4.47,8.30,0.17,0.03,-0.03
58,1714686225961,-4.50,-4.42,8.24,0.16,0.04,-0.03
58,1714686225994,-4.65,-4.46,8.30,0.14,0.00,-0.02
58,1714686226027,-4.45,-4.52,8.28,0.15,0.01,-0.01
58,1714686226059,-4.55,-4.52,8.22,0.16,0.01,-0.01
58,1714686226092,-4.51,-4.54,8.19,0.16,-0.00,-0.00
58,1714686226124,-4.41,-4.50,8.17,0.15,0.01,-0.00
58,1714686226157,-4.41,-4.55,8.27,0.14,0.01,-0.01
58,1714686226190,-4.47,-4.65,8.34,0.14,-0.01,-0.02
58,1714686226221,-4.38,-4.62,8.31,0.16,0.01,-0.02
58,1714686226254,-4.43,-4.64,8.33,0.17,0.01,-0.03
58,1714686226288,-4.42,-4.69,8.41,0.18,0.02,-0.03
58,1714686226319,-4.44,-4.68,8.37,0.21,0.00,-0.04
58,1714686226351,-4.38,-4.61,8.10,0.21,0.03,-0.03
58,1714686226384,-4.51,-4.50,8.09,0.20,0.04,-0.03
58,1714686226416,-4.54,-4.55,8.12,0.17,0.02,-0.02
58,1714686226449,-4.48,-4.60,8.25,0.17,0.01,-0.01
58,1714686226483,-4.48,-4.51,8.15,0.16,0.02,0.00
58,1714686226516,-4.43,-4.54,8.09,0.13,0.02,-0.00
58,1714686226549,-4.50,-4.62,8.23,0.12,-0.00,-0.01
58,1714686226581,-4.45,-4.74,8.22,0.14,0.00,-0.01
58,1714686226613,-4.37,-4.71,8.32,0.16,0.02,-0.01
58,1714686226646,-4.41,-4.67,8.19,0.17,0.03,-0.03
58,1714686226678,-4.53,-4.68,8.03,0.17,0.02,-0.04
58,1714686226712,-4.42,-4.68,8.15,0.14,0.00,-0.03
58,1714686226745,-4.55,-4.69,8.20,0.15,0.00,-0.03
58,1714686226776,-4.58,-4.44,8.23,0.13,-0.00,-0.01
58,1714686226809,-4.85,-4.56,8.66,0.09,0.00,0.04
58,1714686226842,-4.49,-4.61,9.39,0.02,-0.16,0.09
58,1714686226874,-4.41,-4.95,9.86,0.08,-0.27,0.02
58,1714686226907,-4.72,-5.09,10.13,0.25,-0.22,0.06
58,1714686226939,-5.19,-4.92,11.21,0.40,-0.22,0.13
58,1714686226973,-5.63,-5.02,12.08,0.55,-0.39,0.21
58,1714686227004,-4.86,-4.91,12.42,0.76,-0.54,0.29
58,1714686227037,-5.48,-4.66,13.42,0.98,-0.74,0.37
58,1714686227070,-5.32,-5.09,13.66,1.26,-0.88,0.45
58,1714686227102,-5.46,-5.00,13.40,1.64,-1.09,0.55
58,1714686227135,-5.11,-4.39,12.90,1.96,-1.17,0.63
58,1714686227168,-5.29,-4.38,13.06,2.16,-1.21,0.71
58,1714686227202,-4.89,-4.19,12.46,2.59,-1.46,0.73
58,1714686227234,-4.16,-2.84,11.21,2.87,-1.35,0.75
58,1714686227267,-4.56,-2.04,11.13,2.81,-1.44,0.86
58,1714686227300,-3.99,-2.09,10.55,2.92,-1.79,0.91
58,1714686227332,-2.92,-1.02,9.45,3.26,-1.60,0.91
58,1714686227365,-2.51,0.39,8.95,3.10,-1.24,0.95
58,1714686227399,-2.18,0.47,8.26,3.04,-1.19,1.06
58,1714686227431,-0.59,1.47,6.68,2.91,-1.04,1.05
58,1714686227464,0.00,2.05,6.25,2.76,-0.80,1.06
58,1714686227497,0.92,2.62,5.39,2.53,-0.57,0.98
58,1714686227530,1.29,3.02,4.51,2.25,-0.47,0.84
58,1714686227562,2.17,3.85,3.69,1.89,-0.64,0.73
58,1714686227595,3.19,4.06,3.32,1.39,-0.40,0.53
58,1714686227628,3.40,4.25,2.90,1.04,0.01,0.25
59,1714686230661,2.94,4.70,2.46,0.64,0.20,0.02
59,1714686230693,2.36,4.77,2.56,0.14,0.11,-0.13
59,1714686230726,2.99,4.84,3.20,-0.26,0.31,-0.29
59,1714686230758,2.81,5.27,4.06,-0.55,0.54,-0.45
59,1714686230790,2.37,5.44,5.09,-0.78,0.53,-0.59
59,1714686230822,1.86,5.09,6.22,-0.95,0.56,-0.77
59,1714686230855,1.11,5.25,7.08,-1.03,0.85,-0.85
59,1714686230888,-0.17,4.70,7.63,-1.07,0.93,-0.86
59,1714686230920,-0.61,4.81,8.18,-1.19,0.76,-0.84
59,1714686230952,-0.47,4.73,8.98,-1.31,0.86,-0.83
59,1714686230985,-1.25,3.15,9.33,-1.29,0.89,-0.85
59,1714686231018,-1.28,4.07,9.90,-1.31,0.72,-0.87
59,1714686231051,-1.28,3.57,9.95,-1.28,0.84,-0.85
59,1714686231083,-2.13,2.36,10.58,-1.30,0.69,-0.88
59,1714686231115,-2.16,2.72,10.50,-1.24,0.51,-0.90
59,1714686231148,-2.11,2.36,9.53,-1.22,0.79,-0.88
59,1714686231182,-2.94,1.28,9.87,-1.31,0.97,-0.90
59,1714686231216,-3.44,1.13,10.24,-1.31,0.86,-0.87
59,1714686231249,-4.05,0.79,10.20,-1.49,0.57,-0.80
59,1714686231282,-3.44,-0.40,11.38,-1.57,0.46,-0.72
59,1714686231316,-3.02,-1.47,11.25,-1.14,0.86,-0.77
59,1714686231349,-4.69,-0.68,10.90,-0.93,0.97,-0.77
59,1714686231382,-4.68,-0.89,10.95,-1.08,0.65,-0.68
59,1714686231414,-3.87,-1.94,11.62,-0.96,0.61,-0.68
59,1714686231448,-4.37,-2.29,11.46,-0.64,0.85,-0.69
59,1714686231480,-5.36,-1.93,10.87,-0.62,0.71,-0.61
59,1714686231512,-4.87,-1.93,11.29,-0.71,0.39,-0.51
59,1714686231546,-4.35,-2.63,11.50,-0.57,0.41,-0.48
59,1714686231577,-4.80,-2.64,10.92,-0.38,0.42,-0.47
59,1714686231612,-5.11,-2.45,10.53,-0.38,0.27,-0.40
59,1714686231644,-4.93,-2.95,10.12,-0.27,0.31,-0.28
59,1714686231678,-4.75,-3.22,10.11,-0.19,0.25,-0.25
59,1714686231710,-4.74,-3.35,9.86,-0.10,0.18,-0.26
59,1714686231743,-4.60,-3.45,9.46,0.04,0.29,-0.24
59,1714686231776,-4.95,-3.30,9.63,0.05,0.20,-0.20
59,1714686231809,-4.79,-3.51,9.67,0.10,0.13,-0.19
59,1714686231843,-4.82,-3.34,9.38,0.15,0.11,-0.17
59,1714686231876,-4.92,-3.30,9.29,0.12,0.06,-0.13
59,1714686231909,-4.96,-3.63,9.43,0.13,0.01,-0.07
59,1714686231941,-4.74,-3.69,9.18,0.19,0.02,-0.04
59,1714686231974,-4.62,-3.64,8.74,0.22,0.03,-0.02
59,1714686232006,-4.64,-3.70,8.56,0.23,0.04,-0.02
59,1714686232039,-4.71,-3.66,8.45,0.20,0.02,-0.02
59,1714686232071,-4.48,-3.63,8.38,0.18,0.03,-0.02
59,1714686232104,-4.61,-3.67,8.37,0.15,0.04,-0.03
59,1714686232137,-4.59,-3.67,8.45,0.12,0.02,-0.05
59,1714686232169,-4.76,-3.78,8.73,0.11,-0.02,-0.03
59,1714686232202,-4.68,-3.79,8.76,0.13,0.01,-0.02
59,1714686232234,-4.70,-3.72,8.73,0.13,0.02,-0.01
59,1714686232267,-4.81,-3.77,8.87,0.11,-0.06,0.01
59,1714686232299,-4.52,-3.75,8.73,0.15,-0.04,0.03
59,1714686232332,-4.53,-3.80,8.77,0.18,0.01,0.03
59,1714686232365,-4.47,-3.76,8.63,0.18,-0.00,0.03
59,1714686232398,-4.38,-3.84,8.44,0.16,-0.02,0.02
59,1714686232430,-4.41,-3.85,8.54,0.17,0.02,0.01
59,1714686232463,-4.44,-3.89,8.62,0.16,0.02,-0.01
59,1714686232497,-4.46,-3.88,8.52,0.16,0.01,-0.02
59,1714686232528,-4.50,-3.85,8.65,0.17,0.02,-0.03
59,1714686232561,-4.55,-3.80,8.80,0.17,0.02,-0.03
59,1714686232593,-4.58,-3.79,8.66,0.17,-0.00,-0.03
59,1714686232625,-4.51,-3.86,8.75,0.18,0.01,-0.03
59,1714686232658,-4.50,-3.81,8.64,0.19,0.01,-0.02
59,1714686232690,-4.58,-3.84,8.53,0.18,-0.00,-0.03
59,1714686232723,-4.68,-3.82,8.73,0.18,0.01,-0.03
60,1714686235758,-4.49,-3.88,8.61,0.18,0.00,-0.02
60,1714686235791,-4.50,-3.90,8.60,0.19,0.02,-0.03
60,1714686235824,-4.52,-3.83,8.62,0.17,0.00,-0.03
60,1714686235857,-4.54,-3.81,8.58,0.17,0.00,-0.03
60,1714686235890,-4.47,-3.85,8.61,0.16,0.00,-0.03
60,1714686235924,-4.50,-3.93,8.60,0.16,0.01,-0.02
60,1714686235957,-4.62,-3.94,8.65,0.17,0.01,-0.03
60,1714686235990,-4.52,-3.92,8.47,0.18,0.01,-0.03
60,1714686236022,-4.54,-3.90,8.58,0.17,0.01,-0.03
60,1714686236056,-4.54,-3.86,8.52,0.17,0.01,-0.03
60,1714686236089,-4.44,-3.91,8.49,0.17,0.01,-0.03
60,1714686236122,-4.53,-3.88,8.60,0.17,0.02,-0.03
60,1714686236156,-4.61,-3.85,8.51,0.16,0.01,-0.03
60,1714686236189,-4.48,-3.90,8.56,0.15,0.00,-0.02
60,1714686236222,-4.55,-3.93,8.61,0.16,0.01,-0.02
60,1714686236255,-4.53,-4.00,8.57,0.15,0.01,-0.02
60,1714686236288,-4.57,-3.98,8.54,0.14,-0.01,-0.01
60,1714686236321,-4.42,-4.03,8.60,0.16,0.00,-0.01
60,1714686236355,-4.52,-3.95,8.58,0.17,0.02,-0.03
60,1714686236388,-4.57,-3.94,8.55,0.15,-0.00,-0.02
60,1714686236421,-4.49,-3.96,8.45,0.16,0.00,-0.01
60,1714686236454,-4.49,-4.05,8.57,0.17,0.03,-0.03
60,1714686236486,-4.53,-3.99,8.53,0.14,-0.00,-0.01
60,1714686236520,-4.48,-4.05,8.61,0.14,-0.00,-0.01
60,1714686236554,-4.44,-4.00,8.69,0.16,-0.00,-0.01
60,1714686236588,-4.47,-4.04,8.53,0.19,0.03,-0.03
60,1714686236621,-4.47,-4.08,8.60,0.19,0.01,-0.01
60,1714686236653,-4.42,-4.11,8.45,0.18,0.01,-0.02
60,1714686236686,-4.56,-4.06,8.43,0.18,0.01,-0.01
60,1714686236719,-4.42,-4.05,8.43,0.18,0.01,-0.02
60,1714686236752,-4.45,-4.05,8.47,0.18,0.02,-0.02
60,1714686236784,-4.43,-4.01,8.46,0.17,0.02,-0.03
60,1714686236817,-4.56,-4.05,8.59,0.16,0.01,-0.02
60,1714686236849,-4.59,-4.06,8.56,0.16,0.01,-0.02
60,1714686236882,-4.50,-4.07,8.56,0.17,0.01,-0.02
60,1714686236915,-4.53,-4.11,8.62,0.17,0.00,-0.01
60,1714686236948,-4.38,-4.16,8.49,0.17,0.02,0.01
60,1714686236980,-4.57,-4.08,8.39,0.16,-0.01,-0.01
60,1714686237013,-4.51,-4.09,8.48,0.15,-0.01,-0.00
60,1714686237046,-4.41,-4.15,8.51,0.14,-0.01,-0.01
60,1714686237078,-4.50,-4.21,8.42,0.15,-0.01,0.00
60,1714686237112,-4.46,-4.18,8.63,0.16,-0.01,-0.02
60,1714686237145,-4.53,-4.19,8.62,0.16,-0.00,-0.01
60,1714686237177,-4.44,-4.18,8.58,0.20,0.02,-0.02
60,1714686237210,-4.44,-4.22,8.46,0.19,0.02,-0.03
60,1714686237242,-4.46,-4.20,8.50,0.19,0.02,-0.02
60,1714686237275,-4.51,-4.22,8.44,0.19,0.01,-0.02
60,1714686237307,-4.48,-4.22,8.46,0.19,0.01,-0.02
60,1714686237340,-4.43,-4.21,8.42,0.19,0.01,-0.02
60,1714686237374,-4.35,-4.19,8.54,0.19,0.02,-0.02
60,1714686237406,-4.48,-4.20,8.45,0.20,0.02,-0.03
60,1714686237439,-4.43,-4.24,8.43,0.20,0.01,-0.03
60,1714686237472,-4.52,-4.24,8.49,0.20,0.02,-0.03
60,1714686237505,-4.48,-4.20,8.55,0.20,0.01,-0.02
60,1714686237537,-4.47,-4.16,8.48,0.20,0.02,-0.02
60,1714686237570,-4.42,-4.11,8.49,0.18,0.00,-0.01
60,1714686237603,-4.67,-4.17,8.77,0.19,0.02,0.00
60,1714686237635,-4.76,-4.00,9.19,0.16,-0.09,0.04
60,1714686237668,-4.90,-3.96,9.98,0.10,-0.19,0.08
60,1714686237701,-5.42,-4.11,11.69,0.03,-0.44,0.15
60,1714686237733,-5.66,-4.24,14.17,0.12,-0.51,0.23
60,1714686237765,-6.18,-4.78,17.31,0.48,-0.59,0.47
60,1714686237798,-6.62,-5.76,19.61,1.18,-1.15,0.68
60,1714686237832,-6.39,-5.96,18.12,2.23,-1.15,0.72
61,1714686240865,-6.70,-4.89,15.62,2.93,-1.01,0.96
61,1714686240898,-7.58,-4.00,13.47,3.14,-1.48,1.11
61,1714686240931,-5.91,-3.53,11.51,3.32,-1.88,1.26
61,1714686240965,-5.50,-3.04,10.34,3.47,-1.87,1.29
61,1714686240997,-4.37,-1.78,8.39,3.51,-1.76,1.29
61,1714686241030,-3.97,-1.15,7.48,3.30,-1.75,1.32
61,1714686241062,-3.09,-0.56,6.65,3.17,-1.82,1.28
61,1714686241095,-1.11,0.47,5.74,3.08,-1.36,1.23
61,1714686241127,-0.43,1.10,5.04,2.93,-0.72,1.19
61,1714686241160,-0.02,2.04,4.50,2.61,-0.55,1.11
61,1714686241192,0.77,2.57,3.76,2.18,-0.72,1.01
61,1714686241225,2.26,2.76,2.97,1.83,-0.53,0.83
61,1714686241257,3.04,3.62,2.63,1.43,-0.10,0.60
61,1714686241289,2.78,4.23,2.55,0.95,-0.13,0.40
61,1714686241322,3.72,4.18,2.43,0.48,-0.18,0.14
61,1714686241355,3.80,4.44,2.49,0.13,0.25,-0.18
61,1714686241387,3.01,4.82,3.25,-0.27,0.46,-0.39
61,1714686241419,2.79,5.20,4.38,-0.63,0.30,-0.54
61,1714686241452,3.12,5.04,5.55,-0.87,0.30,-0.74
61,1714686241485,2.60,3.94,6.57,-0.96,0.50,-1.00
61,1714686241517,1.23,4.93,6.28,-0.93,0.79,-1.13
61,1714686241549,-0.70,4.76,6.27,-1.20,0.97,-1.11
61,1714686241582,-1.45,3.32,7.37,-1.50,0.81,-1.07
61,1714686241615,-1.39,3.80,7.58,-1.56,1.07,-1.06
61,1714686241647,-2.42,3.06,9.07,-1.84,0.84,-0.96
61,1714686241679,-1.68,1.46,9.30,-1.84,0.64,-0.99
61,1714686241712,-1.54,2.29,9.48,-1.73,1.10,-1.08
61,1714686241744,-3.35,1.70,10.57,-1.92,1.01,-1.04
61,1714686241778,-3.06,-0.10,10.83,-1.85,0.75,-1.05
61,1714686241810,-3.08,0.45,11.15,-1.63,1.00,-1.05
61,1714686241842,-4.12,0.00,11.53,-1.60,1.04,-1.00
61,1714686241874,-4.31,-1.01,12.41,-1.55,0.71,-0.97
61,1714686241906,-4.11,-1.12,12.59,-1.26,0.83,-0.92
61,1714686241939,-4.93,-1.62,12.00,-1.00,1.06,-0.86
61,1714686241971,-5.10,-1.48,12.28,-0.93,0.69,-0.73
61,1714686242004,-4.32,-2.03,11.85,-0.75,0.59,-0.73
61,1714686242037,-5.08,-2.54,10.84,-0.52,0.92,-0.71
61,1714686242070,-5.73,-1.98,10.59,-0.54,0.66,-0.53
