Group_id,Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
23,1714686047080,-5.14,-6.35,6.36,0.19,0.01,-0.00
23,1714686047112,-5.18,-6.22,6.39,0.20,0.03,0.02
23,1714686047144,-5.03,-6.17,6.26,0.19,0.00,0.02
23,1714686047178,-4.93,-6.04,6.29,0.19,0.01,-0.01
23,1714686047212,-5.13,-6.06,6.36,0.19,0.02,-0.02
23,1714686047244,-5.40,-6.04,6.49,0.19,0.01,-0.03
23,1714686047276,-5.13,-6.08,6.31,0.18,-0.02,0.01
23,1714686047309,-5.20,-6.18,6.36,0.19,0.02,-0.01
23,1714686047341,-5.32,-6.11,6.37,0.20,0.01,-0.02
23,1714686047373,-5.18,-6.24,6.32,0.20,-0.01,-0.01
23,1714686047405,-5.12,-6.26,6.38,0.19,-0.01,0.01
23,1714686047438,-4.98,-6.18,6.42,0.20,0.03,0.01
23,1714686047471,-5.07,-6.17,6.31,0.22,0.04,-0.01
23,1714686047503,-5.03,-6.13,6.39,0.21,0.01,-0.03
23,1714686047536,-5.08,-6.09,6.19,0.20,0.01,-0.03
23,1714686047567,-4.97,-6.16,6.37,0.21,0.05,-0.05
23,1714686047600,-5.26,-6.11,6.30,0.21,0.03,-0.08
23,1714686047633,-5.22,-5.99,6.28,0.20,-0.00,-0.07
23,1714686047665,-5.23,-6.04,6.37,0.19,0.04,-0.04
23,1714686047698,-5.19,-6.07,6.26,0.19,0.03,-0.02
23,1714686047730,-5.27,-6.11,6.34,0.19,0.01,-0.04
23,1714686047762,-5.16,-6.13,6.23,0.19,-0.01,-0.02
23,1714686047795,-5.16,-6.13,6.34,0.19,0.01,-0.02
23,1714686047827,-5.16,-6.11,6.35,0.20,0.01,-0.02
23,1714686047860,-5.26,-6.16,6.39,0.19,-0.05,-0.00
23,1714686047893,-5.07,-6.20,6.42,0.20,-0.03,0.01
23,1714686047926,-5.00,-6.19,6.32,0.20,0.03,-0.02
23,1714686047958,-5.04,-6.22,6.34,0.21,0.02,-0.03
23,1714686047990,-5.04,-6.14,6.29,0.21,0.00,-0.03
23,1714686048022,-5.06,-6.04,6.30,0.19,0.01,-0.04
23,1714686048054,-5.15,-6.05,6.37,0.19,0.04,-0.05
23,1714686048087,-5.24,-6.11,6.46,0.18,0.00,-0.04
23,1714686048119,-5.17,-6.13,6.44,0.19,-0.00,-0.03
23,1714686048151,-5.15,-6.09,6.40,0.20,0.03,-0.03
23,1714686048184,-5.18,-6.11,6.40,0.21,0.01,-0.04
23,1714686048216,-5.13,-6.23,6.33,0.20,0.00,-0.03
23,1714686048248,-5.13,-6.12,6.44,0.20,0.02,-0.03
23,1714686048281,-5.12,-6.16,6.45,0.20,0.03,-0.02
23,1714686048313,-5.08,-6.09,6.27,0.20,0.01,-0.02
23,1714686048346,-5.17,-6.07,6.36,0.19,0.01,-0.03
23,1714686048378,-5.14,-6.10,6.36,0.19,-0.01,-0.03
23,1714686048410,-5.08,-6.18,6.37,0.19,0.01,-0.03
23,1714686048443,-5.22,-6.11,6.37,0.20,0.01,-0.01
23,1714686048475,-5.15,-6.07,6.44,0.19,-0.01,-0.02
23,1714686048507,-5.10,-6.15,6.35,0.18,0.00,-0.02
23,1714686048540,-5.09,-6.11,6.39,0.18,-0.01,-0.01
23,1714686048573,-5.13,-6.22,6.30,0.19,0.00,-0.03
23,1714686048605,-5.11,-6.36,6.49,0.20,0.01,-0.04
23,1714686048638,-5.15,-6.17,6.63,0.20,0.00,-0.03
23,1714686048670,-5.20,-6.16,6.58,0.21,0.01,-0.02
23,1714686048703,-5.30,-6.09,6.70,0.19,-0.02,-0.02
23,1714686048735,-5.16,-6.07,6.78,0.20,-0.08,-0.02
23,1714686048768,-5.13,-6.28,6.63,0.25,-0.07,-0.03
23,1714686048801,-5.34,-6.17,6.40,0.27,-0.05,-0.03
23,1714686048833,-5.51,-6.07,6.23,0.26,-0.14,0.02
23,1714686048865,-5.11,-6.10,6.33,0.22,-0.11,0.04
23,1714686048898,-5.12,-5.91,6.68,0.20,-0.08,0.04
23,1714686048930,-5.80,-6.09,7.45,0.18,-0.14,0.03
23,1714686048963,-5.71,-6.37,7.75,0.23,-0.31,0.11
23,1714686048996,-5.94,-6.38,8.68,0.30,-0.24,0.18
24,1714686052029,-7.07,-6.60,9.66,0.36,-0.27,0.34
24,1714686052062,-7.75,-6.62,11.53,0.41,-0.54,0.59
24,1714686052094,-8.22,-7.67,13.24,0.62,-0.69,0.88
24,1714686052127,-8.82,-8.33,13.03,1.32,-0.62,1.22
24,1714686052160,-8.07,-7.86,13.13,1.98,-1.03,1.47
24,1714686052192,-8.19,-7.37,12.43,2.57,-0.80,1.60
24,1714686052224,-8.98,-6.30,11.19,3.08,-1.31,1.93
24,1714686052257,-7.81,-5.92,9.91,3.33,-1.54,2.05
24,1714686052290,-6.97,-4.94,9.75,3.80,-2.06,2.12
24,1714686052322,-7.11,-3.37,8.69,3.78,-2.32,1.99
24,1714686052355,-5.88,-3.35,7.56,3.92,-3.29,2.01
24,1714686052389,-3.15,-1.96,6.31,4.37,-3.39,1.66
24,1714686052422,-0.92,-0.60,4.37,4.37,-2.20,1.56
24,1714686052455,-2.41,0.30,3.98,4.37,-1.71,1.73
24,1714686052487,1.60,1.85,1.90,4.25,-1.06,1.60
24,1714686052519,2.27,3.00,0.79,3.45,-0.03,1.40
24,1714686052552,1.41,4.28,0.93,2.47,-0.40,1.28
24,1714686052586,3.92,4.61,0.22,1.57,-0.22,0.99
24,1714686052619,4.03,5.08,0.46,0.89,0.00,0.58
24,1714686052652,4.42,5.64,0.92,0.09,0.18,0.13
24,1714686052685,3.97,5.46,1.81,-0.40,0.29,-0.26
24,1714686052718,3.97,6.40,3.06,-0.84,0.44,-0.62
24,1714686052750,3.19,6.29,4.24,-1.19,0.52,-0.96
24,1714686052782,1.90,5.69,5.38,-1.25,0.66,-1.16
24,1714686052815,0.99,6.06,4.78,-1.29,1.14,-1.28
24,1714686052848,-0.73,6.10,6.35,-1.61,1.18,-1.32
24,1714686052882,-1.15,5.06,7.05,-1.72,0.85,-1.25
24,1714686052915,-2.24,4.87,6.50,-1.85,1.11,-1.25
24,1714686052948,-2.57,4.55,7.89,-2.20,1.01,-1.15
24,1714686052981,-2.33,3.19,8.73,-2.15,0.72,-1.07
24,1714686053013,-2.65,3.24,8.89,-2.11,1.07,-1.20
24,1714686053047,-3.27,2.77,9.96,-2.36,0.86,-1.13
24,1714686053080,-2.77,0.98,9.84,-1.99,0.79,-1.08
24,1714686053113,-4.77,0.85,10.71,-1.97,1.12,-1.20
24,1714686053146,-5.26,0.80,10.86,-2.25,0.81,-1.06
24,1714686053179,-3.64,-0.81,10.76,-1.98,0.65,-0.88
24,1714686053213,-3.86,-0.99,12.55,-1.73,0.85,-0.99
24,1714686053246,-5.67,-1.65,11.84,-1.66,0.62,-1.01
24,1714686053279,-4.89,-2.25,11.73,-1.40,0.40,-0.76
24,1714686053312,-3.78,-2.27,12.35,-1.21,0.61,-0.74
24,1714686053346,-5.74,-3.11,11.85,-0.96,0.69,-0.82
24,1714686053379,-5.96,-2.91,11.02,-0.78,0.25,-0.58
24,1714686053412,-4.27,-2.82,11.10,-0.80,0.07,-0.56
24,1714686053445,-4.90,-3.56,10.71,-0.68,-0.15,-0.59
24,1714686053478,-4.83,-3.61,9.37,-0.48,-0.20,-0.50
24,1714686053511,-5.02,-3.81,9.37,-0.41,0.19,-0.37
24,1714686053544,-5.11,-4.43,9.63,-0.34,0.48,-0.24
24,1714686053577,-5.23,-4.41,9.52,-0.18,0.46,-0.20
24,1714686053610,-5.27,-4.44,9.30,-0.09,0.09,-0.15
24,1714686053644,-4.32,-4.59,8.69,0.02,0.06,-0.15
24,1714686053676,-4.29,-4.38,8.37,0.09,0.22,-0.15
24,1714686053708,-4.64,-4.48,8.60,0.09,0.21,-0.14
24,1714686053742,-4.39,-4.52,8.56,0.12,0.13,-0.13
24,1714686053775,-4.36,-4.39,8.73,0.14,0.17,-0.14
24,1714686053809,-4.82,-4.50,8.88,0.13,0.13,-0.13
24,1714686053842,-4.65,-4.53,8.94,0.15,0.05,-0.11
24,1714686053874,-4.45,-4.51,8.92,0.19,0.10,-0.10
24,1714686053907,-4.72,-4.42,8.73,0.18,0.08,-0.10
24,1714686053941,-4.61,-4.59,8.45,0.17,-0.11,-0.08
24,1714686053974,-4.33,-4.71,8.32,0.23,-0.07,-0.07
24,1714686054007,-4.56,-4.62,8.20,0.25,0.06,-0.07
24,1714686054040,-4.72,-4.57,8.10,0.24,-0.01,-0.03
24,1714686054072,-4.46,-4.66,8.10,0.26,-0.00,-0.03
24,1714686054104,-4.44,-4.54,8.16,0.25,0.04,-0.03
25,1714686057138,-4.38,-4.36,8.09,0.23,0.04,-0.03
25,1714686057171,-4.47,-4.36,8.28,0.21,0.01,-0.04
25,1714686057204,-4.49,-4.56,8.33,0.23,0.02,-0.04
25,1714686057237,-4.42,-4.53,8.23,0.24,0.03,-0.04
25,1714686057269,-4.41,-4.53,8.45,0.22,0.01,-0.04
25,1714686057302,-4.42,-4.63,8.43,0.23,-0.02,-0.03
25,1714686057334,-4.37,-4.64,8.37,0.25,0.02,-0.04
25,1714686057366,-4.45,-4.54,8.40,0.25,0.05,-0.05
25,1714686057399,-4.49,-4.51,8.41,0.21,-0.01,-0.05
25,1714686057432,-4.21,-4.47,8.23,0.23,0.01,-0.05
25,1714686057465,-4.20,-4.40,8.25,0.21,0.04,-0.07
25,1714686057497,-4.40,-4.48,8.18,0.20,0.02,-0.08
25,1714686057529,-4.44,-4.43,8.23,0.19,-0.01,-0.08
25,1714686057561,-4.42,-4.51,8.32,0.19,0.02,-0.07
25,1714686057594,-4.40,-4.38,8.40,0.20,0.02,-0.06
25,1714686057627,-4.51,-4.54,8.38,0.18,-0.03,-0.05
25,1714686057660,-4.56,-4.61,8.32,0.16,-0.01,-0.04
25,1714686057693,-4.43,-4.51,8.43,0.12,-0.05,0.02
25,1714686057725,-4.19,-4.67,8.27,0.12,-0.07,0.02
25,1714686057757,-4.18,-4.53,8.37,0.13,-0.03,-0.03
25,1714686057790,-4.32,-4.63,8.40,0.14,-0.03,-0.05
25,1714686057823,-4.44,-4.64,8.31,0.16,-0.01,-0.05
25,1714686057855,-4.41,-4.52,8.26,0.16,-0.01,-0.03
25,1714686057887,-4.35,-4.55,8.34,0.14,-0.02,-0.02
25,1714686057920,-4.27,-4.56,8.38,0.15,-0.04,-0.02
25,1714686057952,-4.30,-4.78,8.35,0.15,-0.03,-0.04
25,1714686057984,-4.43,-4.71,8.51,0.16,-0.04,-0.03
25,1714686058017,-4.22,-4.83,8.48,0.19,-0.03,-0.01
25,1714686058050,-3.99,-4.72,8.49,0.23,-0.02,-0.01
25,1714686058083,-3.96,-4.52,8.22,0.22,-0.01,-0.02
25,1714686058117,-3.94,-4.48,8.13,0.19,-0.01,-0.03
25,1714686058151,-3.91,-4.53,8.21,0.16,0.01,-0.06
25,1714686058183,-4.16,-4.57,8.18,0.15,-0.03,-0.07
25,1714686058217,-4.15,-4.66,8.28,0.16,0.00,-0.06
25,1714686058250,-4.36,-4.62,8.40,0.18,0.06,-0.04
25,1714686058283,-4.37,-4.64,8.39,0.17,0.01,-0.01
25,1714686058316,-4.17,-4.78,8.38,0.17,-0.00,-0.02
25,1714686058349,-4.20,-4.71,8.43,0.18,0.03,-0.02
25,1714686058382,-4.11,-4.63,8.45,0.15,0.01,-0.02
25,1714686058416,-4.13,-4.83,8.54,0.15,-0.02,-0.03
25,1714686058449,-4.08,-4.93,8.41,0.24,0.03,-0.03
25,1714686058482,-4.31,-4.71,8.02,0.26,0.06,-0.04
25,1714686058515,-4.23,-4.62,8.04,0.20,0.04,-0.03
25,1714686058547,-4.18,-4.69,8.16,0.17,0.04,-0.03
25,1714686058580,-4.18,-4.78,8.29,0.17,0.03,-0.03
25,1714686058612,-4.30,-4.78,8.33,0.17,0.02,-0.04
25,1714686058645,-4.27,-4.84,8.32,0.18,0.04,-0.03
25,1714686058677,-4.49,-4.80,8.47,0.18,0.01,-0.02
25,1714686058709,-4.27,-4.75,8.20,0.20,0.02,0.00
25,1714686058743,-4.17,-4.69,8.26,0.18,0.01,-0.01
25,1714686058775,-4.28,-4.70,8.28,0.16,-0.00,-0.02
25,1714686058808,-4.19,-4.77,8.25,0.17,0.03,-0.01
25,1714686058840,-4.12,-4.70,8.29,0.15,0.02,-0.02
25,1714686058873,-4.18,-4.76,8.36,0.13,-0.00,-0.04
25,1714686058905,-4.28,-4.85,8.45,0.20,0.02,-0.04
25,1714686058937,-4.17,-4.77,8.23,0.23,0.05,-0.04
25,1714686058969,-4.34,-4.76,8.23,0.23,0.04,-0.04
25,1714686059002,-4.25,-4.70,8.19,0.22,0.01,-0.02
25,1714686059035,-4.17,-4.70,8.26,0.19,0.01,-0.02
25,1714686059067,-4.24,-4.75,8.25,0.20,0.01,-0.03
25,1714686059100,-4.22,-4.72,8.37,0.20,0.01,-0.03
25,1714686059132,-4.34,-4.79,8.29,0.19,-0.00,-0.02
25,1714686059165,-4.21,-4.72,8.19,0.18,0.01,-0.02
25,1714686059197,-4.18,-4.78,8.32,0.19,0.00,-0.02
26,1714686062231,-4.20,-4.75,8.21,0.19,-0.00,-0.03
26,1714686062264,-4.24,-4.82,8.35,0.18,-0.01,-0.02
26,1714686062296,-4.17,-4.86,8.31,0.19,-0.01,-0.01
26,1714686062328,-4.16,-4.81,8.26,0.20,-0.01,-0.03
26,1714686062361,-4.11,-4.82,8.31,0.17,-0.03,-0.02
26,1714686062393,-4.12,-4.85,8.31,0.18,-0.02,-0.03
26,1714686062427,-4.13,-4.79,8.22,0.19,-0.02,-0.04
26,1714686062460,-4.13,-4.88,8.36,0.20,-0.01,-0.04
26,1714686062494,-4.15,-4.82,8.00,0.20,-0.01,-0.05
26,1714686062526,-4.22,-4.66,8.12,0.18,-0.02,-0.04
26,1714686062558,-4.15,-4.82,8.25,0.18,-0.01,-0.04
26,1714686062590,-4.11,-4.80,8.20,0.18,0.00,-0.05
26,1714686062623,-4.27,-4.82,8.28,0.18,0.00,-0.04
26,1714686062656,-4.15,-4.77,8.37,0.19,0.00,-0.03
26,1714686062689,-4.16,-4.80,8.46,0.19,0.00,-0.04
26,1714686062722,-4.20,-4.85,8.49,0.19,-0.01,-0.03
26,1714686062754,-4.13,-4.87,8.59,0.24,-0.01,-0.02
26,1714686062787,-4.14,-4.84,8.77,0.24,-0.04,-0.03
26,1714686062820,-4.13,-4.94,9.13,0.25,-0.05,-0.04
26,1714686062852,-4.24,-5.17,9.86,0.35,-0.09,-0.01
26,1714686062885,-4.44,-5.23,10.30,0.48,-0.07,0.01
26,1714686062918,-4.62,-5.08,10.73,0.61,-0.13,0.06
26,1714686062951,-4.77,-5.00,10.75,0.73,-0.32,0.15
26,1714686062983,-4.50,-4.87,10.96,0.83,-0.28,0.20
26,1714686063016,-5.21,-5.05,11.23,0.94,-0.13,0.35
26,1714686063049,-5.55,-4.70,11.64,1.04,-0.32,0.50
26,1714686063082,-5.41,-4.68,11.93,1.21,-0.72,0.64
26,1714686063115,-4.69,-4.09,12.01,1.43,-0.56,0.70
26,1714686063148,-6.12,-3.81,12.59,1.60,-0.74,0.90
26,1714686063180,-4.75,-3.59,11.87,1.89,-1.17,0.97
26,1714686063213,-5.06,-3.39,13.76,1.93,-1.33,0.96
26,1714686063246,-3.76,-3.54,12.54,2.46,-1.23,0.96
26,1714686063279,-3.00,-2.31,10.64,3.11,-0.71,0.97
26,1714686063312,-6.97,-1.28,12.07,2.85,-1.06,1.15
26,1714686063345,-4.13,-1.90,10.16,3.21,-1.22,1.37
26,1714686063378,-2.04,-0.26,8.90,3.93,-0.76,1.49
26,1714686063410,-6.82,0.96,9.84,3.47,-1.63,1.64
26,1714686063442,-3.19,-0.01,7.02,3.88,-3.21,1.80
26,1714686063476,3.53,1.95,4.28,4.09,-1.78,1.56
26,1714686063508,2.45,2.80,2.68,3.87,-0.03,1.31
26,1714686063540,-0.82,4.42,3.17,3.11,-1.18,1.31
26,1714686063572,4.55,4.21,1.92,2.72,-1.93,1.27
26,1714686063605,6.17,5.03,0.24,2.30,-0.63,0.72
26,1714686063638,3.75,6.38,0.62,1.71,-0.34,0.38
26,1714686063670,4.69,6.24,0.02,1.06,-0.39,0.21
26,1714686063703,4.87,6.33,-0.23,0.47,-0.08,-0.15
26,1714686063735,3.85,6.50,0.09,-0.02,0.32,-0.42
26,1714686063768,3.08,7.09,1.24,-0.64,0.25,-0.52
26,1714686063801,3.53,7.07,2.35,-1.08,0.52,-0.70
26,1714686063834,2.92,6.54,2.42,-1.24,0.99,-0.93
26,1714686063867,1.53,6.57,3.79,-1.46,1.07,-0.98
26,1714686063900,0.99,6.55,4.80,-1.77,1.09,-1.03
26,1714686063932,0.71,5.73,5.50,-1.90,1.41,-1.04
26,1714686063965,-0.31,4.60,6.16,-2.09,1.30,-1.09
26,1714686063999,-1.26,4.74,7.28,-2.32,1.26,-1.12
26,1714686064032,-1.31,4.19,8.76,-2.61,1.03,-1.06
26,1714686064065,-0.51,2.24,8.69,-2.49,1.08,-1.15
26,1714686064097,-1.81,2.66,9.93,-2.43,1.30,-1.23
26,1714686064129,-2.75,2.10,10.20,-2.78,0.87,-1.26
26,1714686064162,-2.29,0.27,11.16,-2.56,0.78,-1.25
26,1714686064195,-3.95,0.33,11.82,-2.36,0.80,-1.14
26,1714686064229,-3.86,-0.32,11.98,-2.55,0.36,-1.11
26,1714686064261,-3.40,-1.33,12.88,-2.24,0.35,-0.91
26,1714686064295,-3.56,-1.87,11.95,-2.07,0.74,-0.94
27,1714686067328,-4.46,-2.65,12.74,-2.11,0.35,-0.82
27,1714686067361,-4.83,-3.72,13.41,-1.63,0.21,-0.61
27,1714686067394,-4.31,-3.65,12.44,-1.27,0.48,-0.53
27,1714686067428,-4.13,-3.60,12.52,-1.08,0.54,-0.37
27,1714686067461,-3.82,-4.05,12.12,-0.57,0.11,-0.27
27,1714686067494,-2.83,-3.62,11.07,-0.28,0.31,-0.32
27,1714686067527,-3.60,-3.73,10.68,-0.21,0.53,-0.33
27,1714686067561,-3.77,-3.86,10.53,-0.00,0.32,-0.24
27,1714686067594,-3.43,-3.55,10.46,0.13,0.31,-0.23
27,1714686067628,-3.56,-3.57,10.09,0.18,0.40,-0.23
27,1714686067661,-4.07,-3.68,9.72,0.20,0.25,-0.20
27,1714686067694,-3.83,-3.77,9.68,0.23,0.11,-0.17
27,1714686067727,-3.74,-3.85,9.39,0.24,0.16,-0.15
27,1714686067760,-3.92,-3.83,9.30,0.25,0.14,-0.11
27,1714686067793,-3.74,-3.89,9.06,0.21,0.06,-0.10
27,1714686067825,-3.80,-3.97,9.04,0.20,0.06,-0.07
27,1714686067857,-3.71,-3.97,9.00,0.19,0.04,-0.06
27,1714686067889,-3.78,-3.99,8.89,0.16,0.02,-0.06
27,1714686067921,-3.68,-4.09,9.24,0.16,0.00,-0.04
27,1714686067954,-3.67,-4.10,9.21,0.19,0.06,-0.03
27,1714686067987,-3.83,-4.04,9.11,0.23,0.04,-0.03
27,1714686068020,-3.95,-4.03,9.22,0.21,0.01,-0.02
27,1714686068053,-3.75,-4.06,9.13,0.21,0.00,0.01
27,1714686068086,-3.64,-3.96,9.11,0.22,0.01,0.01
27,1714686068118,-3.76,-3.86,9.16,0.19,-0.02,0.01
27,1714686068151,-3.43,-3.98,9.16,0.19,-0.02,0.00
27,1714686068183,-3.61,-4.01,9.10,0.19,-0.00,-0.01
27,1714686068216,-3.74,-3.97,9.10,0.20,0.00,-0.02
27,1714686068248,-3.56,-4.01,9.16,0.21,-0.01,-0.01
27,1714686068280,-3.76,-3.92,8.91,0.21,-0.00,-0.01
27,1714686068313,-3.59,-3.90,8.91,0.19,-0.00,-0.00
27,1714686068345,-3.47,-3.91,8.88,0.18,0.01,-0.01
27,1714686068378,-3.51,-3.97,8.96,0.16,0.01,-0.02
27,1714686068411,-3.80,-3.95,8.91,0.16,0.02,-0.01
27,1714686068446,-3.65,-3.93,8.92,0.17,0.01,0.01
27,1714686068477,-3.57,-3.95,8.95,0.17,0.03,-0.01
27,1714686068510,-3.58,-3.93,8.96,0.14,0.02,-0.02
27,1714686068542,-3.69,-4.04,9.18,0.12,0.01,-0.02
27,1714686068575,-3.56,-4.06,9.14,0.14,0.00,-0.01
27,1714686068608,-3.53,-4.10,9.10,0.16,0.03,-0.02
27,1714686068641,-3.67,-4.04,9.00,0.18,0.01,-0.03
27,1714686068674,-3.73,-4.05,9.08,0.17,0.02,-0.03
27,1714686068708,-3.63,-4.02,9.00,0.17,0.02,-0.01
27,1714686068739,-3.52,-4.11,9.02,0.17,0.02,-0.02
27,1714686068772,-3.64,-3.98,8.80,0.17,0.02,-0.02
27,1714686068804,-3.62,-4.06,8.91,0.15,0.02,-0.03
27,1714686068836,-3.60,-4.11,8.93,0.15,0.05,-0.06
27,1714686068869,-3.68,-4.19,8.95,0.15,0.06,-0.07
27,1714686068901,-3.74,-4.25,9.13,0.16,0.03,-0.08
27,1714686068934,-3.71,-4.34,9.09,0.18,0.03,-0.08
27,1714686068967,-3.64,-4.29,8.91,0.19,0.03,-0.07
27,1714686068999,-3.62,-4.19,8.93,0.19,0.01,-0.06
27,1714686069031,-3.64,-4.17,8.91,0.19,0.01,-0.06
27,1714686069063,-3.56,-4.15,8.92,0.18,0.01,-0.06
27,1714686069096,-3.58,-4.06,8.97,0.17,0.03,-0.05
27,1714686069128,-3.63,-4.06,8.95,0.19,0.05,-0.06
27,1714686069160,-3.70,-4.00,9.01,0.16,0.04,-0.05
27,1714686069193,-3.58,-4.10,9.00,0.17,0.04,-0.04
27,1714686069225,-3.62,-4.13,9.02,0.20,0.06,-0.04
27,1714686069257,-3.65,-4.14,8.76,0.19,0.04,-0.05
27,1714686069289,-3.58,-4.15,8.71,0.18,0.07,-0.06
27,1714686069322,-3.70,-4.22,9.00,0.18,0.07,-0.06
27,1714686069355,-3.72,-4.23,8.95,0.18,0.04,-0.05
27,1714686069388,-3.70,-4.24,8.94,0.17,0.04,-0.04
28,1714686072421,-3.77,-4.34,8.96,0.18,0.04,-0.03
28,1714686072454,-3.84,-4.24,8.84,0.17,0.03,-0.03
28,1714686072486,-3.78,-4.16,8.91,0.16,0.03,-0.02
28,1714686072519,-3.67,-4.16,8.87,0.15,0.03,-0.02
28,1714686072552,-3.67,-4.27,8.91,0.16,0.02,-0.02
28,1714686072585,-3.79,-4.26,8.85,0.17,0.03,-0.02
28,1714686072617,-3.78,-4.30,8.93,0.18,0.02,-0.01
28,1714686072649,-3.79,-4.37,8.99,0.18,0.03,-0.01
28,1714686072682,-3.65,-4.27,8.78,0.21,0.05,-0.01
28,1714686072715,-3.59,-4.17,8.73,0.21,0.06,-0.01
28,1714686072748,-3.57,-4.32,8.70,0.22,0.08,-0.03
28,1714686072780,-3.63,-4.24,8.62,0.22,0.10,-0.04
28,1714686072812,-3.68,-4.23,8.67,0.21,0.09,-0.05
28,1714686072845,-3.76,-4.41,8.78,0.21,0.10,-0.06
28,1714686072877,-3.84,-4.34,8.89,0.21,0.07,-0.05
28,1714686072910,-3.70,-4.19,8.80,0.21,0.09,-0.05
28,1714686072942,-3.76,-4.30,8.83,0.21,0.10,-0.06
28,1714686072974,-3.87,-4.19,8.86,0.18,0.04,-0.06
28,1714686073007,-3.82,-4.22,8.80,0.17,0.03,-0.05
28,1714686073040,-3.90,-4.13,8.87,0.17,0.03,-0.04
28,1714686073072,-3.81,-4.16,8.85,0.18,0.03,-0.04
28,1714686073106,-3.88,-4.07,8.87,0.17,0.03,-0.03
28,1714686073139,-3.85,-4.16,8.95,0.17,0.05,-0.04
28,1714686073171,-3.93,-4.11,9.00,0.18,0.03,-0.05
28,1714686073203,-4.06,-4.11,8.95,0.18,-0.00,-0.03
28,1714686073236,-3.99,-4.24,9.15,0.19,-0.01,-0.01
28,1714686073270,-3.91,-4.30,9.21,0.23,-0.02,0.01
28,1714686073301,-3.79,-4.37,8.97,0.26,-0.01,0.00
28,1714686073333,-3.85,-4.34,8.84,0.28,-0.01,0.00
28,1714686073366,-3.88,-4.34,8.79,0.27,-0.00,0.00
28,1714686073398,-3.76,-4.48,8.71,0.26,0.01,-0.00
28,1714686073430,-3.68,-4.47,8.69,0.27,0.01,-0.02
28,1714686073463,-3.68,-4.31,8.54,0.25,0.02,-0.04
28,1714686073496,-3.74,-4.37,8.47,0.22,0.01,-0.05
28,1714686073528,-3.68,-4.30,8.41,0.21,0.04,-0.06
28,1714686073560,-3.68,-4.35,8.36,0.22,0.08,-0.08
28,1714686073592,-3.94,-4.22,8.49,0.18,0.07,-0.08
28,1714686073625,-3.94,-4.34,8.54,0.17,0.11,-0.07
28,1714686073657,-3.90,-4.29,8.70,0.17,0.12,-0.07
28,1714686073690,-3.89,-4.24,8.81,0.15,0.09,-0.07
28,1714686073722,-3.94,-4.18,8.80,0.14,0.06,-0.07
28,1714686073754,-4.02,-4.36,8.92,0.15,0.07,-0.07
28,1714686073786,-4.04,-4.42,8.82,0.17,0.07,-0.07
28,1714686073819,-4.16,-4.43,8.83,0.18,0.05,-0.06
28,1714686073852,-4.08,-4.33,8.71,0.19,0.05,-0.04
28,1714686073885,-3.92,-4.35,8.68,0.21,0.07,-0.03
28,1714686073918,-3.90,-4.33,8.70,0.21,0.07,-0.02
28,1714686073950,-3.95,-4.28,8.63,0.19,0.05,-0.02
28,1714686073983,-3.88,-4.32,8.67,0.19,0.06,-0.02
28,1714686074016,-3.84,-4.27,8.74,0.17,0.06,-0.02
28,1714686074049,-3.93,-4.40,8.99,0.15,0.02,-0.05
28,1714686074080,-4.03,-4.44,9.09,0.15,0.00,-0.04
28,1714686074113,-4.03,-4.53,8.91,0.16,-0.01,-0.03
28,1714686074146,-3.92,-4.47,8.98,0.16,-0.05,-0.02
28,1714686074178,-3.99,-4.46,8.96,0.16,-0.07,-0.02
28,1714686074211,-3.92,-4.42,8.68,0.19,-0.08,-0.02
28,1714686074245,-3.78,-4.41,8.68,0.20,-0.05,-0.03
28,1714686074278,-3.68,-4.36,8.36,0.18,-0.04,-0.05
28,1714686074309,-3.82,-4.33,8.35,0.16,-0.03,-0.06
28,1714686074343,-4.07,-4.41,8.51,0.13,-0.02,-0.05
28,1714686074374,-4.05,-4.48,8.72,0.11,-0.04,-0.02
28,1714686074407,-3.91,-4.52,8.67,0.11,-0.06,-0.01
28,1714686074439,-3.76,-4.48,8.76,0.14,-0.05,-0.01
28,1714686074472,-3.76,-4.50,8.75,0.14,-0.03,-0.01
29,1714686077506,-3.83,-4.58,8.89,0.14,-0.05,-0.01
29,1714686077538,-3.81,-4.66,8.99,0.16,-0.05,-0.03
29,1714686077570,-3.86,-4.52,8.99,0.15,-0.05,-0.03
29,1714686077603,-3.92,-4.59,9.01,0.17,-0.07,0.00
29,1714686077637,-3.80,-4.57,8.99,0.20,-0.08,0.01
29,1714686077668,-3.77,-4.50,9.00,0.22,-0.05,0.01
29,1714686077701,-3.84,-4.57,8.87,0.22,-0.09,0.01
29,1714686077734,-3.62,-4.51,8.89,0.22,-0.12,0.02
29,1714686077766,-3.61,-4.46,8.86,0.22,-0.08,0.03
29,1714686077798,-3.73,-4.34,9.15,0.20,-0.06,0.04
29,1714686077830,-4.19,-4.34,9.72,0.11,-0.10,0.10
29,1714686077863,-4.08,-4.68,11.15,0.09,-0.30,0.18
29,1714686077896,-4.11,-5.01,12.54,0.19,-0.24,0.22
29,1714686077928,-3.92,-5.34,13.59,0.44,-0.38,0.31
29,1714686077962,-4.07,-5.61,14.43,0.82,-0.47,0.35
29,1714686077995,-4.05,-5.81,14.28,1.49,-0.55,0.40
29,1714686078026,-4.72,-5.25,14.87,1.90,-0.53,0.44
